1.208728178152726514e+03 9.881312916824930884e-324
1.209038281587739903e+03 6.556641432173556226e-318
1.209348464580872360e+03 3.648386769498124143e-312
1.209658727152534993e+03 1.802788785202095748e-306
1.209969069323143685e+03 7.909932899074651090e-301
1.210279491113120002e+03 3.081372817370201551e-295
1.210589992542890514e+03 1.065660054220471318e-289
1.210900573632887244e+03 3.271565274451421724e-284
1.211211234403546996e+03 8.914857451652652977e-279
1.211521974875312480e+03 2.156028759468220944e-273
1.211832795068630958e+03 4.627382792912559725e-268
1.212143695003955600e+03 8.812850644219828054e-263
1.212454674701744125e+03 1.489213096960447726e-257
1.212765734182460164e+03 2.232626438094275938e-252
1.213076873466572351e+03 2.969295082813308166e-247
1.213388092574554094e+03 3.502902187054076848e-242
1.213699391526884938e+03 3.665213427354611689e-237
1.214010770344048979e+03 3.401154505407679988e-232
1.214322229046535995e+03 2.798778247346345200e-227
1.214633767654840767e+03 2.042136804983586870e-222
1.214945386189463306e+03 1.321096502493807840e-217
1.215257084670909080e+03 7.576641687617872729e-213
1.215568863119688785e+03 3.851860550993583554e-208
1.215880721556318349e+03 1.735701515429149525e-203
1.216192660001318700e+03 6.931851721741862559e-199
1.216504678475216451e+03 2.453308994051962450e-194
1.216816776998543219e+03 7.693837487861304801e-190
1.217128955591836075e+03 2.137866187223323642e-185
1.217441214275637321e+03 5.262883258954997719e-181
1.217753553070494036e+03 1.147708491661901156e-176
1.218065971996959433e+03 2.216986254108059839e-172
1.218378471075591278e+03 3.792947534235706202e-168
1.218691050326953018e+03 5.746877734287911746e-164
1.219003709771613330e+03 7.710582703842479164e-160
1.219316449430145894e+03 9.160124369121286810e-156
1.219629269323130075e+03 9.634590317697605153e-152
1.219942169471150009e+03 8.971015450436217140e-148
1.220255149894795750e+03 7.394097298156560351e-144
1.220568210614661893e+03 5.394145176501120797e-140
1.220881351651348950e+03 3.482672990677650103e-136
1.221194573025462660e+03 1.989821053984910097e-132
1.221507874757613536e+03 1.005970481171887833e-128
1.221821256868418004e+03 4.499714441551631121e-125
1.222134719378497266e+03 1.780622087826508716e-121
1.222448262308477979e+03 6.233101585533924830e-118
1.222761885678992257e+03 1.929926790190447462e-114
1.223075589510677673e+03 5.284941154484205319e-111
1.223389373824176346e+03 1.279854659264982914e-107
1.223703238640137670e+03 2.740695512148483261e-104
1.224017183979211268e+03 5.189183109761591469e-101
1.224331209862060177e+03 8.686277225014877083e-98
1.224645316309343343e+03 1.285355452554125700e-94
1.224959503341735171e+03 1.681225742960805935e-91
1.225273770979905976e+03 1.943570876167138320e-88
1.225588119244536756e+03 1.985658726465616106e-85
1.225902548156312605e+03 1.792656148279928232e-82
1.226217057735923618e+03 1.429999223753238829e-79
1.226531648004065573e+03 1.007811394708013977e-76
1.226846318981439481e+03 6.274593469037434706e-74
1.227161070688751579e+03 3.450745840890026801e-71
1.227475903146713108e+03 1.676175794265337315e-68
1.227790816376041221e+03 7.190573047625139077e-66
1.228105810397457844e+03 2.723973615187677633e-63
1.228420885231690818e+03 9.111624875902217554e-61
1.228736040899472755e+03 2.690917400820353098e-58
1.229051277421541727e+03 7.015756985689429825e-56
1.229366594818641261e+03 1.614642396290829172e-53
1.229681993111520114e+03 3.279924101897559919e-51
1.229997472320932275e+03 5.880236905385755566e-49
1.230313032467637413e+03 9.303093229678351990e-47
1.230628673572400203e+03 1.298731432707102669e-44
1.230944395655990547e+03 1.599663524427146295e-42
1.231260198739183807e+03 1.738253458791188234e-40
1.231576082842761025e+03 1.666213176495623194e-38
1.231892047987508022e+03 1.408765918449817541e-36
1.232208094194216301e+03 1.050499136442613395e-34
1.232524221483682595e+03 6.908104699494283218e-33
1.232840429876708868e+03 4.005771772752602802e-31
1.233156719394102538e+03 2.048025114595962110e-29
1.233473090056676483e+03 9.231320301346715913e-28
1.233789541885248582e+03 3.668001319346709663e-26
1.234106074900642398e+03 1.284665015257042844e-24
1.234422689123686723e+03 3.965543030480369631e-23
1.234739384575215581e+03 1.078761331535082405e-21
1.235056161276068451e+03 2.585922842474325795e-20
1.235373019247090042e+03 5.461736832549348095e-19
1.235689958509130520e+03 1.016315377842029705e-17
1.236006979083045508e+03 1.665966328423576459e-16
1.236324080989695858e+03 2.405478001626716932e-15
1.236641264249947653e+03 3.059084218517006374e-14
1.236958528884672432e+03 3.426050435701196781e-13
1.237275874914746964e+03 3.378825165703741686e-12
1.237593302361053929e+03 2.934030928804166942e-11
1.237910811244480783e+03 2.243096606670589280e-10
1.238228401585920210e+03 1.509638249504081266e-09
1.238546073406270807e+03 8.943277327526661780e-09
1.238863826726436400e+03 4.663120600422326851e-08
1.239181661567325591e+03 2.139784122184126048e-07
1.239499577949853347e+03 8.640399704388998065e-07
1.239817575894939182e+03 3.069908535332683385e-06
1.240135655423508297e+03 9.596257967527795991e-06
1.240453816556491120e+03 2.638884523473987741e-05
1.240772059314823537e+03 6.383192552889741086e-05
1.241090383719447118e+03 1.358037179041727551e-04
1.241408789791308209e+03 2.540964346735492038e-04
1.241727277551359066e+03 4.180764418722135965e-04
1.242045847020556721e+03 6.048393319599775463e-04
1.242364498219864117e+03 7.693226564132189371e-04
1.242683231170249655e+03 8.602370186618959460e-04
1.243002045892686510e+03 8.455236383004633089e-04
1.243320942408153769e+03 7.304462906457674827e-04
1.243639920737635521e+03 5.545779425312845736e-04
1.243958980902121766e+03 3.700032187355910425e-04
1.244278122922607281e+03 2.169071297948393885e-04
1.244597346820092753e+03 1.117183088397581193e-04
1.244916652615583644e+03 5.054914753400257930e-05
1.245236040330091555e+03 2.009088230032537241e-05
1.245555509984632863e+03 7.013528716233146075e-06
