1.188436236040677613e+03 8.893181625142437795e-323
1.188741133507082168e+03 3.140676497483636032e-319
1.189046109195996451e+03 1.087784144703727097e-315
1.189351163127488689e+03 3.605265786270983564e-312
1.189656295321632342e+03 1.143384183217976332e-308
1.189961505798505868e+03 3.469702251179573586e-305
1.190266794578193185e+03 1.007446900889173150e-301
1.190572161680782756e+03 2.798767602979173635e-298
1.190877607126368957e+03 7.438939098071550954e-295
1.191183130935050940e+03 1.891644090214705982e-291
1.191488733126932857e+03 4.601896752185130974e-288
1.191794413722124318e+03 1.070996571011842276e-284
1.192100172740739936e+03 2.384392773766267379e-281
1.192406010202899324e+03 5.077977253185690599e-278
1.192711926128727782e+03 1.034455145666002634e-274
1.193017920538355384e+03 2.015696996004707914e-271
1.193323993451916976e+03 3.756783839962700082e-268
1.193630144889553549e+03 6.696829369259967929e-265
1.193936374871410635e+03 1.141744721490744152e-261
1.194242683417638773e+03 1.861659363804752342e-258
1.194549070548394184e+03 2.903003233043468419e-255
1.194855536283837864e+03 4.329079590597415045e-252
1.195162080644136267e+03 6.173465414185653509e-249
1.195468703649460622e+03 8.418457131353537867e-246
1.195775405319987613e+03 1.097717670435456269e-242
1.196082185675899382e+03 1.368636414603617531e-239
1.196389044737382847e+03 1.631583940187513819e-236
1.196695982524629926e+03 1.859684406239790579e-233
1.197002999057837997e+03 2.026572595073304135e-230
1.197310094357210119e+03 2.111362250840770529e-227
1.197617268442953446e+03 2.102933714946559129e-224
1.197924521335281270e+03 2.002328013403236037e-221
1.198231853054411431e+03 1.822536462615338500e-218
1.198539263620567453e+03 1.585744217759346115e-215
1.198846753053977636e+03 1.318835082606980741e-212
1.199154321374875735e+03 1.048414013471659827e-209
1.199461968603500509e+03 7.966079411006787901e-207
1.199769694760096172e+03 5.785094291642996547e-204
1.200077499864911942e+03 4.015269939931930307e-201
1.200385383938202267e+03 2.663434601045522994e-198
1.200693347000226595e+03 1.688405630337120844e-195
1.201001389071249832e+03 1.022830055298679294e-192
1.201309510171542343e+03 5.921156864562970505e-190
1.201617710321378809e+03 3.275446426534074265e-187
1.201925989541040281e+03 1.731329484168646911e-184
1.202234347850811901e+03 8.744171633587072265e-182
1.202542785270984723e+03 4.219604722149683706e-179
1.202851301821854577e+03 1.945465026548265310e-176
1.203159897523723203e+03 8.569550715036028865e-174
1.203468572396896434e+03 3.606284965966777946e-171
1.203777326461686471e+03 1.449818971420035540e-168
1.204086159738410061e+03 5.568056597156293967e-166
1.204395072247389180e+03 2.042744250773868932e-163
1.204704064008951264e+03 7.158618257844644638e-161
1.205013135043428747e+03 2.396258190059929533e-158
1.205322285371159296e+03 7.661460299522124184e-156
1.205631515012486261e+03 2.339631010929435098e-153
1.205940823987757312e+03 6.823785575102868690e-151
1.206250212317326032e+03 1.900771332358621543e-148
1.206559680021551230e+03 5.056443698519808107e-146
1.206869227120796722e+03 1.284563481078590081e-143
1.207178853635431324e+03 3.116343642912019528e-141
1.207488559585829307e+03 7.219361024765150575e-139
1.207798344992370630e+03 1.596982256349711684e-136
1.208108209875439798e+03 3.373133943248090661e-134
1.208418154255426543e+03 6.802734056239683309e-132
1.208728178152726514e+03 1.309887641573267066e-129
1.209038281587739903e+03 2.408071995748197553e-127
1.209348464580872360e+03 4.226432882610682885e-125
1.209658727152534993e+03 7.081606315780853389e-123
1.209969069323143685e+03 1.132731748415497968e-120
1.210279491113120002e+03 1.729593501805290279e-118
1.210589992542890514e+03 2.520965329584226801e-116
1.210900573632887244e+03 3.507355000683837459e-114
1.211211234403546996e+03 4.657649055114718812e-112
1.211521974875312480e+03 5.903534857506486037e-110
1.211832795068630958e+03 7.141673225349165503e-108
1.212143695003955600e+03 8.245451112268184788e-106
1.212454674701744125e+03 9.085306680346115447e-104
1.212765734182460164e+03 9.553435990720608271e-102
1.213076873466572351e+03 9.586466121619645928e-100
1.213388092574554094e+03 9.179531469381496893e-98
1.213699391526884938e+03 8.387443358608598022e-96
1.214010770344048979e+03 7.312567210973643743e-94
1.214322229046535995e+03 6.083106077334883591e-92
1.214633767654840767e+03 4.828143962750520435e-90
1.214945386189463306e+03 3.656102637974942529e-88
1.215257084670909080e+03 2.641337690626273624e-86
1.215568863119688785e+03 1.820458924792566878e-84
1.215880721556318349e+03 1.196942428761787387e-82
1.216192660001318700e+03 7.507322405652849435e-81
1.216504678475216451e+03 4.491591967265763854e-79
1.216816776998543219e+03 2.563320650108868601e-77
1.217128955591836075e+03 1.395330101735372343e-75
1.217441214275637321e+03 7.244465449976638756e-74
1.217753553070494036e+03 3.587360651339240913e-72
1.218065971996959433e+03 1.694209042809579895e-70
1.218378471075591278e+03 7.630731101145983738e-69
1.218691050326953018e+03 3.277603629316240257e-67
1.219003709771613330e+03 1.342523080691441993e-65
1.219316449430145894e+03 5.243799117951089420e-64
1.219629269323130075e+03 1.953049216656914191e-62
1.219942169471150009e+03 6.935967911227954819e-61
1.220255149894795750e+03 2.348613697794829765e-59
1.220568210614661893e+03 7.582468260370570775e-58
1.220881351651348950e+03 2.333930777156936350e-56
1.221194573025462660e+03 6.849006063149995085e-55
1.221507874757613536e+03 1.916077987864293460e-53
