 logU   Z        xi    lnh   al     NV_1240               CIV_1550              HeII_1640             CIII_1908             MgII_2796              MgII_2803             OII_3727               NeV_3426              NIII__3869            Hbeta                 OIII_4959             OIII_5007             OI_6300                 OI_6363                 NII_6548              Halpha                NII_6584              SII_6717                SII_6731               SIII_6312             SIII_9069             SIII_9532             PB                     PG                    P7                    P8                    P9                   
  -2.0   0.05     0.5   4.0   -1.7   -3.23606313184375     -2.6964151961875373   -2.749384853009367    -2.931702794968544    -3.5223723637166273    -3.6527871135951386   -3.1004694886706403    -3.319800508243979    -2.7954730570001587   -3.199097424138941    -2.311268807945204    -1.8327122100990678   -3.4802244921125407     -3.9765417623563266     -3.1304925321439683   -2.7450654109225567   -2.660528682970714    -3.7326874421685545     -3.532362301252107     -4.144135726467319    -2.984095622104448    -2.589644616565529    -3.994519190020597     -4.248328360370806    -4.457435975021227    -4.633913400979999    -4.782726673870677   
  -2.0   0.05     0.5   4.0   -2.0   -3.5035962495186084   -3.065496498849953    -3.0256403139027412   -3.3852609296802996   -3.447782126425828     -3.5429814970061884   -3.307117845277382     -4.147733546308679    -3.0287380711799017   -3.2640260446380367   -2.530428327557999    -2.0518610000190947   -3.994390554639722      -4.490703368318975      -3.318885450324487    -2.807014620906834    -2.8489060772149415   -4.057991946977687      -3.8113245770301702    -4.360543394407372    -3.1004749620624352   -2.706019043765572    -4.047130097735675     -4.302326125413991    -4.510941963000938    -4.685479720938318    -4.830972493991069   
  -2.0   0.06     0.1   2.0   -1.2   -2.5332509745351857   -2.496236546290575    -2.4384454684937964   -3.3849025486982427   -3.8179278961426135    -3.908473727368907    -3.3073909947824944    -2.7555496908645694   -3.2408082518693533   -3.1112814840563487   -2.4292586375447414   -1.9507044316672761   -4.080623759561021      -4.576950832255989      -3.515529324298072    -2.635692953418392    -3.045564513671515    -3.829943742749201      -3.949117789335972     -4.969926769287483    -3.4042282979990617   -3.009781059015282    -3.888972848973822     -4.152766766027099    -4.367654079653789    -4.5494429905816745   -4.707101824981976   
  -2.0   0.06     0.1   2.0   -1.4   -2.7697810601126207   -2.7529847094681656   -2.557896678068545    -3.9011832829510595   -3.7964775831774134    -3.837495335478849    -3.6540580390828197    -3.035509373378588    -3.5564553993366417   -3.1801469042119876   -2.7036858966467605   -2.225110941304031    -4.79320109961845       -5.289510300248573      -3.857641824236154    -2.701321549439811    -3.387682465673734    -4.146040317052176      -4.254808058442343     -5.356389426954394    -3.6198792457315605   -3.2254246456612634   -3.9460768494514227    -4.2115770682773075   -4.426745365745965    -4.608218314691115    -4.765128541437299   
  -2.0   0.06     0.1   2.0   -1.7   -3.051748457437064    -3.022408989055265    -2.7828320212288418   -4.745524432196127    -3.6652045774432267    -3.692076296388116    -4.039700500500267     -3.5447286741687236   -4.184422251675734    -3.290848807660204    -3.2844144481068014   -2.8058465638348977   -5.389254689476871      -5.885589197602165      -4.264321274094094    -2.8025540278628966   -3.7943626405205677   -4.523980353928685      -4.627087997029896     -6.080210874943084    -4.0117800499443845   -3.6173347028330696   -4.034963013920574     -4.304807365599039    -4.521217132493398    -4.7023707816358495   -4.857986167015639   
  -2.0   0.06     0.1   2.0   -2.0   -3.192783029811551    -3.124417895672117    -3.0424645426639003   -5.560398916165653    -3.5485513098567196    -3.5800112265695816   -4.294760821143491     -4.0966386637446845   -4.84100462315169     -3.391912761264358    -3.94176383105723     -3.4631891340084593   -5.767741037657295      -6.2640659287844755     -4.630376023359368    -2.891570291576535    -4.160415120525123    -4.8665569024509026     -4.969521719377589     -6.776685810235868    -4.510463370517904    -4.116009420585307    -4.112191472180378     -4.3873220816835      -4.605460768627793    -4.786429121545382    -4.940625940934041   
  -2.0   0.06     0.1   3.0   -1.2   -2.462697329928716    -2.3680086347244256   -2.379156319797339    -3.122398320270726    -3.594209837697491     -3.7160433005651825   -3.125089318130996     -2.6196621075335074   -2.967784296702021    -3.0121684486722273   -2.1797788301682104   -1.7012124000557662   -3.967542417285074      -4.463858377094965      -3.364134402809661    -2.5441657716034314   -2.8941833625663165   -3.793362988716467      -3.7297871451037565    -4.672293768928306    -3.212752119668046    -2.8182992955840405   -3.7952832725995194    -4.055872805141028    -4.268903015249812    -4.449331458795598    -4.605320724454899   
  -2.0   0.06     0.1   3.0   -1.4   -2.725288085832034    -2.6174426780912157   -2.500697905866673    -3.5243433368175303   -3.604446470029096     -3.6739100357364407   -3.3646972469288627    -2.870600163864104    -3.1793191758609893   -3.061760555234592    -2.3602247411607635   -1.8816691259427003   -4.588329797614193      -5.084652937675806      -3.606249359651919    -2.5920994598573657   -3.1362906113725515   -4.073158710063019      -3.9692788706395348    -4.905389136967862    -3.339779805180207    -2.945310357050019    -3.835766145307389     -4.097257587641977    -4.310114241157898    -4.48977680861649     -4.644471857699344   
  -2.0   0.06     0.1   3.0   -1.7   -3.0696776601813767   -2.937493224791318    -2.7326405091721426   -4.2054770996445825   -3.517183564161826     -3.5562521255290918   -3.6598931396451135    -3.4351919553133996   -3.57422131313902     -3.145821531957104    -2.7091643533991956   -2.2306079022539222   -5.044398828644532      -5.540728166355144      -3.8734140720456622   -2.671172060985718    -3.403446885788526    -4.353625685234341      -4.230017447070487     -5.300405061454761    -3.528590927912944    -3.1341383007557297   -3.9052494475224933    -4.168827959669571    -4.381711276634107    -4.560209564210368    -4.712713460737191   
  -2.0   0.06     0.1   3.0   -2.0   -3.2130853932698216   -3.0792559511233364   -2.99852590330827     -4.94340002370722     -3.42114312439854      -3.459620465329884    -3.9168199958700214    -4.575804633433101    -4.043500210135186    -3.231894920820814    -3.1379581136601615   -2.659397267743252    -5.364878316133861      -5.861192234782287      -4.127663051699194    -2.7506793233623625   -3.657695779281788    -4.6210754503024205     -4.49364381675457      -5.737121945317696    -3.7537230545659384   -3.3592602495561863   -3.976829878878604     -4.243120572477864    -4.456341626464983    -4.633763876281705    -4.7840981867959655  
  -2.0   0.06     0.1   4.0   -1.2   -2.8478951991071284   -2.2110401521041467   -2.309024662067131    -2.5127484680651904   -3.2087656348756326    -3.3631411559728406   -2.9811331368490954    -2.650411679437539    -2.537123044807501    -2.7613267567161586   -1.768097350543357    -1.2895187588554435   -3.398776831250096      -3.8951033700510322     -2.939679971311712    -2.2981730696028606   -2.4696978255147286   -3.7001224123289447     -3.4505920757704445    -4.153755695752139    -2.7947685611799997   -2.4003243039410123   -3.543178651978401     -3.8015078663229573   -4.012637668815721    -4.189935585154643    -4.337865733935715   
  -2.0   0.06     0.1   4.0   -1.4   -3.1150800844395476   -2.5258274590456082   -2.447599498839317    -2.7843360043515517   -3.26322116817164      -3.3715395449839747   -3.1704968191933887    -3.0148475726874366   -2.703773712738837    -2.800052942074778    -1.9113324474575961   -1.4327735984473904   -3.9068936430220944     -4.403216033034305      -3.153916609744307    -2.335668345630282    -2.6839457410113923   -4.010639186223756      -3.7394277918765084    -4.275888046038787    -2.861918453504252    -2.4674621854398495   -3.574759320899801     -3.833540282906519    -4.044143951105859    -4.2199924942338285   -4.365391755895487   
  -2.0   0.06     0.1   4.0   -1.7   -3.2937602899513863   -2.9380953662838323   -2.711080394338275    -3.2804864139045975   -3.2677912568608605    -3.329188447923265    -3.3859785800773565    -3.774716569905557    -2.9966256459802523   -2.883724412419454    -2.1795686421179994   -1.7010160002666126   -4.456453421970416      -4.95276408454032       -3.3474925804487015   -2.4168125654609227   -2.877521985318488    -4.367208763560527      -4.056223630409306     -4.477190747396328    -2.9545987770041577   -2.5601622391183056   -3.649209452573544     -3.908790435265871    -4.118621050158936    -4.292276570539805    -4.433963398675431   
  -2.0   0.06     0.1   4.0   -2.0   -3.474139227068143    -3.116940749660138    -3.008995559669245    -3.881074247174226    -3.245422343955269     -3.286366675617508    -3.5753469995847453    -4.749970550309065    -3.3217001888970117   -2.9882181694518906   -2.48155186730186     -2.002989525984198    -4.769091480679236      -5.26541617165001       -3.479005832888916    -2.5188871591584814   -3.009039900317802    -4.539778921355321      -4.221378518590136     -4.726697721432345    -3.067140817835387    -2.6726819423120745   -3.746952914288592     -4.007150573536386    -4.216117850259998    -4.387714278623385    -4.526104474419036   
  -2.0   0.06     0.3   2.0   -1.2   -2.467283830413976    -2.4450628453140695   -2.738879936431097    -2.9137113709783193   -3.8930955010643586    -4.121518418812627    -2.574188728018811     -2.8260856601985935   -3.054886085759186    -3.4812360837400433   -2.576017270322822    -2.097447785244654    -3.0401289913469327     -3.536450403543931      -2.8819337782859904   -3.0079946664031496   -2.4119749303671654   -3.3861370450866843     -3.5251284167723043    -4.447940465812117    -3.2336540869894534   -2.8392014464616437   -4.294538281593304     -4.5527023964329345   -4.767690159672014    -4.9503943874050265   -5.109489560396405   
  -2.0   0.06     0.3   2.0   -1.4   -2.6699516747895373   -2.670866642785711    -2.8426339082377297   -3.25458946300202     -4.067480575920122     -4.245437628210915    -2.9382083608159917    -2.9902092806457006   -3.298043654807195    -3.6072151417745673   -2.7388561322993326   -2.2602931953797807   -3.3854296819400034     -3.8817683516729744     -3.203411791788149    -3.138770359307749    -2.7334390607131596   -3.6553719743058934     -3.7913974255374683    -4.724550430483731    -3.451967009275272    -3.057510767185299    -4.413333944401991     -4.671865138456667    -4.885555827554747    -5.067409559722677    -5.225957732957859   
  -2.0   0.06     0.3   2.0   -1.7   -2.9553818541761174   -2.990549104201307    -3.0443026308676124   -3.871923987331286    -4.144377885739743     -4.229626712132514    -3.542738967534582     -3.3082114755973038   -3.70772177132703     -3.7879722880253794   -3.047488462497597    -2.5689258620484168   -4.0787974993167        -4.5751183633689365     -3.7554260271825655   -3.3205448472673353   -3.285452309296005    -4.102730386696294      -4.230718702027097     -5.211980191466587    -3.8112402070479874   -3.416789886897895    -4.5808872371248555    -4.840733668906509    -5.054093402162962    -5.235539912433218    -5.393597135694719   
  -2.0   0.06     0.3   2.0   -2.0   -3.151472203802399    -3.161900556511874    -3.2726051590480907   -4.580523395572662    -4.023411614290794     -4.07600516655485     -4.056515377019373     -3.6927607637983613   -4.137099741427534    -3.9362539383865567   -3.4128842128456043   -2.9343082719067297   -4.959714201067506      -5.456056057517095      -4.241959082571       -3.464832514885053    -3.7719848248982117   -4.532229156961485      -4.647663093518048     -5.733157051299415    -4.1530632085683195   -3.7586029583503517   -4.71376814597145      -4.976130498611667    -5.190103753397558    -5.371396530381688    -5.528811005863247   
  -2.0   0.06     0.3   3.0   -1.2   -2.33677979650291     -2.2861232158240554   -2.5824618805986717   -2.794200378429423    -3.711393109609034     -3.9287441223187045   -2.5937835321467375    -2.633876014978867    -2.9066483679844453   -3.3404450702890287   -2.3751715114999286   -1.896606830026471    -2.975596437317037      -3.471932159405796      -2.8430270581037007   -2.876507698577349    -2.373054301152095    -3.343920972559765      -3.36359235022519      -4.342475667981283    -3.1257907890772856   -2.7313284402530087   -4.1542076441193885    -4.410553086703807    -4.623423042943486    -4.804986437124171    -4.963291278430113   
  -2.0   0.06     0.3   3.0   -1.4   -2.5566431211817573   -2.488383979430864    -2.678070331473485    -3.0959122826502607   -3.8363020541074278    -4.002115816791566    -2.9411565853312354    -2.783438264952075    -3.101510673638643    -3.4263858552259734   -2.4976684899533126   -2.0191016766836327   -3.339238841058986      -3.835557914790485      -3.1581776956856373   -2.9658530228939526   -2.6882037708175943   -3.605338227507069      -3.611632332842696     -4.587438660905505    -3.3128457459357037   -2.9184006872670665   -4.232450848669018     -4.489026268651067    -4.701059636989278    -4.88193377828599     -5.039519708999649   
  -2.0   0.06     0.3   3.0   -1.7   -2.91865269219587     -2.80316085416689     -2.8687022034023784   -3.6193185272621733   -3.84336000158455      -3.9306279456914837   -3.439483637390687     -3.1298771308493514   -3.402315781245335    -3.5354657436990564   -2.721314977274318    -2.2427406588105967   -4.0903797940503        -4.586700235918748      -3.6406578832276324   -3.0744661757702545   -3.170683359374962    -4.046655961229753      -4.010777178311571     -4.9693598051313685   -3.582163088373676    -3.1877084634856487   -4.327062087007462     -4.58485964780413     -4.796640698477702    -4.976706376963392    -5.132956996355574   
  -2.0   0.06     0.3   3.0   -2.0   -3.1800482823579657   -3.0355565055285183   -3.0973119213150824   -4.202857154910745    -3.70068886452772      -3.7617029321246065   -3.7738900800087265    -3.7328517476088763   -3.70958693787707     -3.611383779048545    -2.9843469014645336   -2.5058036489042763   -4.866652734413755      -5.362960809440594      -3.9630120021930964   -3.146453878746094    -3.4930352106513354   -4.4244426999399735     -4.331502262218045     -5.305236904507012    -3.775648254986585    -3.3812095283141304   -4.387682465673734     -4.647450899083772    -4.859272037155819    -5.0383558829820885   -5.192810109325947   
  -2.0   0.06     0.3   4.0   -1.2   -2.6272352404562582   -2.1004859090529635   -2.3697145399563837   -2.4221062616964133   -3.297216312063725     -3.4977641209442254   -2.650004100737142     -2.549273737978126    -2.5088625160219706   -2.982173961969572    -1.9076303003708759   -1.4290603055862547   -2.7443175214541213     -3.2406494950179408     -2.625783394571627    -2.524663012909379    -2.1558149373598567   -3.2792702843209796     -3.0724294764176747    -3.970494474573421    -2.7540433943498      -2.3595980750184324   -3.784045356130868     -4.039224894869903    -4.2500782601848      -4.429118629113724    -4.581052720468541   
  -2.0   0.06     0.3   4.0   -1.4   -2.9486159155733134   -2.365643663932566    -2.4910933827440473   -2.6603697099259236   -3.3884891128733443    -3.544485167303968    -2.9313318567141025    -2.8463985257115922   -2.6602306562312705   -3.0237004699595076   -2.016166311252313    -1.5376020021010461   -3.1281119650540177     -3.6244278260819627     -2.87739097642401     -2.565926346214951    -2.4074346618441      -3.5398692363040496     -3.326288091163029     -4.119312142742288    -2.8608768658904182   -2.466431286805417    -3.8161325228478375    -4.071926915677359    -4.282354457167976    -4.460171441622101    -4.609877748493297   
  -2.0   0.06     0.3   4.0   -1.7   -3.2711269986304856   -2.8175853475654478   -2.7343097443149347   -3.093142610354306    -3.395449967428739     -3.4920092751803082   -3.2435464707150388    -3.5139522656421747   -2.9098125124245797   -3.0901071487903593   -2.2337061539794263   -1.7551293779347574   -3.7989307688486917     -4.295257666831638      -3.182487515788786    -2.6297645627168222   -2.7125117915987147   -3.97012943599605       -3.7256573838831173    -4.32345270368635     -2.9854374618723867   -2.590963428199089    -3.8691839499652545    -4.126290044919514    -4.336214296544227    -4.512027787906412    -4.658110644285699   
  -2.0   0.06     0.3   4.0   -2.0   -3.4787572796295336   -3.112090268178598    -3.020069395891298    -3.6439358806614024   -3.338225163125614     -3.4052208454948527   -3.4450628453140695    -4.443383955317458    -3.1905682359189385   -3.1663557429385136   -2.4978324416897095   -2.0192605435990743   -4.310309413743646      -4.806624919384298      -3.352138005208218    -2.7030716806895825   -2.882165481456255    -4.299876306069926      -4.010576881585251     -4.561426009781364    -3.0968720139033294   -2.7024145547026563   -3.9355045732072753    -4.19371146596508     -4.403040227549035    -4.576868860514573    -4.719512686238168   
  -2.0   0.06     0.5   2.0   -1.2   -2.4888522215052262   -2.5876066600108913   -2.946998429599688    -2.9130709759516336   -4.13183184233494      -4.3875552371736575   -2.5302515994948322    -2.9813411024144827   -3.01950576660996     -3.6504699362037343   -2.843753809602653    -2.3651802660048205   -2.999088937868777      -3.4953932293580436     -2.7752080435073196   -3.1615917215058147   -2.305245675032218    -3.261814229760027      -3.4073347972481187    -4.341931337516563    -3.210870737441617    -2.8164170076489796   -4.484947855635589     -4.739308634062525    -4.958844267370289    -5.144268897357357    -5.305131672017545   
  -2.0   0.06     0.5   2.0   -1.4   -2.6562567049899073   -2.766597722188102    -3.0422395158901594   -3.168482153198397    -4.339210387920318     -4.571703186017118    -2.8231566154962593    -3.1066932929615945   -3.2350546296135576   -3.813184875552544    -2.9703727609525856   -2.491807073974556    -3.2746683583528053     -3.770984057236589      -3.046394923365874    -3.337062822851223    -2.5764264802672656   -3.5244740849607226     -3.668046604708799     -4.567752461731402    -3.416937318730639    -3.022482161888128    -4.641094789686953     -4.895991149000757    -5.111651989821951    -5.294803630287227    -5.454272403039312   
  -2.0   0.06     0.5   2.0   -1.7   -2.8991816042684633   -3.0328172092748744   -3.2261696891047364   -3.6343061484227377   -4.499543962742031     -4.650741904487212    -3.335367424859072     -3.3386417162639646   -3.596948147411865    -4.04053883353253     -3.2081129455513775   -2.7295540919820382   -3.786110529173662      -4.282445990067366      -3.525463234127912    -3.5765247480540623   -3.0554926527279846   -3.9396043826800877     -4.077830088453993     -4.956323414397282    -3.758353921998612    -3.3638934070216138   -4.8580174844471955    -5.113396485713288    -5.325920005977821    -5.507267540776823    -5.6656266812007985  
  -2.0   0.06     0.5   2.0   -2.0   -3.0934063982655218   -3.192289125035913    -3.4353812728760715   -4.1507464729163175   -4.416200659551031     -4.504372419093507    -3.864104424435979     -3.602181610810419    -3.963131670018946    -4.220952133871229    -3.4760325413345186   -2.9974451918515186   -4.415555692834822      -4.911863911299449      -4.0229443501596265   -3.7594507517174023   -3.5529815857523417   -4.344938438271733      -4.474734860619101     -5.371692827194266    -4.091606138912226    -3.6971497872976897   -5.026493458915347     -5.28314560544726     -5.495162283071345    -5.676026394649121    -5.833925282642923   
  -2.0   0.06     0.5   3.0   -1.2   -2.288639944933273    -2.375305468727916    -2.72885568205092     -2.775466937393915    -3.9622946868644604    -4.208470750483805    -2.528341640981843     -2.720880831279878    -2.874323589617667    -3.498447812533904    -2.6142865064327694   -2.1357203670076217   -2.9134266343794266     -3.409749064908844      -2.7136333626004046   -3.0247704497683188   -2.2436682326789423   -3.2224644363468613     -3.2719954174463695    -4.222333982760105    -3.0956794474560567   -2.7012342277381194   -4.33022767461236      -4.583992259550712    -4.799368345189897    -4.982465840562803    -5.141938260159968   
  -2.0   0.06     0.5   3.0   -1.4   -2.471263222275347    -2.5232408082291116   -2.8098644791229717   -3.00905763784489     -4.101028130257376     -4.3127832722886055   -2.8222327071953544    -2.8214546854889946   -3.0554729136398677   -3.611898798429486    -2.705445601168954    -2.2268793984779336   -3.196877611261584      -3.693210532504324      -2.987162775294827    -3.1495498234995267   -2.5172121408673434   -3.4675259014185897     -3.507491043892422     -4.426212005304954    -3.2773085043625514   -2.882861333596118    -4.437255228541652     -4.691030291821754    -4.903576669404728    -5.084964428312638    -5.24336389175415    
  -2.0   0.06     0.5   3.0   -1.7   -2.799669434875227    -2.7671563003768824   -2.9735075929471577   -3.419531216049002    -4.130715463881614     -4.261695206925893    -3.3058512694162303    -3.060186325657554    -3.3350385313341846   -3.7483374500102045   -2.872021011083092    -2.393468162871983    -3.7413866591972536     -4.237696636712229      -3.4473804470602403   -3.293196902962663    -2.9774066859785364   -3.8580488041372476     -3.870696892283952     -4.757930887661061    -3.551896856231984    -3.157440682164527    -4.561441830209468     -4.815649325953046    -5.02656732323203     -5.206761561781434    -5.364054056020308   
  -2.0   0.06     0.5   3.0   -2.0   -3.1120958900044755   -2.982507553522723    -3.1764996878603      -3.858111450294139    -3.976500618451986     -4.063757776430798    -3.7118849747119       -3.466431286805417    -3.589475827413814    -3.8350229228891166   -3.0576892871680386   -2.5791205011244998   -4.440344692407621      -4.936666641048248      -3.8413058818221373   -3.3788133285291053   -3.37134546514924     -4.244567282996762      -4.206789527104895     -5.062346725494862    -3.7687853520373977   -3.374327501481339    -4.633222280392417     -4.889040118875123    -5.099862370565518    -5.279286807471259    -5.435274771592532   
  -2.0   0.06     0.5   4.0   -1.2   -2.493359694433501    -2.1138026636850284   -2.423255645672583    -2.412681985485932    -3.497791447952693     -3.721818215432485    -2.593988106587531     -2.5118866181997035   -2.4684699924945477   -3.1197410586539576   -2.075193676275383    -1.5966220682771421   -2.678091026452492      -3.1744051309182097     -2.5256380239673675   -2.6628403554731435   -2.0556654080292205   -3.1606791064114503     -2.984682166930881     -3.8417883307858958   -2.7271608948158743   -2.3327245370331724   -3.9368919170013825    -4.189740591538239    -4.400750280982926    -4.580457275299722    -4.734121340437177   
  -2.0   0.06     0.5   4.0   -1.4   -2.8050973255409346   -2.3287716007769106   -2.53153451029398     -2.618361553273843    -3.5706353675823053    -3.7537723222326846   -2.8582681052328596    -2.7595006734924894   -2.605618372320464    -3.1705032502798147   -2.1552495346196636   -1.6766860095379315   -2.982966660701223      -3.479280715250212      -2.7623808700538106   -2.716585688498803    -2.2924213084074694   -3.384155117125296      -3.2020196102066407    -3.9796387173522945   -2.83788385893763     -2.443432178111415    -3.9779017025388583    -4.231176974550358    -4.441267435959361    -4.619752568589455    -4.771573974532892   
  -2.0   0.06     0.5   4.0   -1.7   -3.2185605907902826   -2.7361509781625273   -2.7575082649886866   -2.9928498946333164   -3.5619167112327617    -3.6824589675438517   -3.1996472771655604    -3.341158987010914    -2.8263476253107314   -3.2341080235699877   -2.329577866571043    -1.8509965480714499   -3.5644582172278163     -4.060775368838257      -3.0739561047835053   -2.7790033028526295   -2.603992552294841    -3.764572563555028      -3.556737012541305     -4.17934542871992     -2.9748990389531897   -2.580424218937857    -4.02629039679735      -4.280892548379789    -4.4904077287691635   -4.666996315244305    -4.815507311471578   
  -2.0   0.06     0.5   4.0   -2.0   -3.4748774158417532   -3.0886292928838586   -3.0322789020861833   -3.4715075221694676   -3.472989119756427     -3.560777867928131    -3.422140698992628     -4.188874265479292    -3.071952542457595    -3.295806570805844    -2.558996516351563    -2.0804355609261336   -4.1027028779405015     -4.599030520774342      -3.264337238161879    -2.837495335478849    -2.7943626405205677   -4.104820638537738      -3.8508116894639954    -4.406503484100632    -3.092723033310321    -2.698275688469664    -4.075488118476748     -4.3315395327164055   -4.540592432833051    -4.715276075363846    -4.860435733824147   
  -2.0   0.07     0.1   2.0   -1.2   -2.4812360837400433   -2.5355700715491523   -2.457386172035946    -3.5427844314950434   -3.9375308341857433    -4.000434511774017    -3.557488875065218     -2.779290595120436    -3.379811874469034    -3.1668720204241367   -2.5458566728254084   -2.067292915459632    -4.345582785086286      -4.841909026814442      -3.6116856128822548   -2.6884792375519524   -3.141715512619676    -3.986152004128172      -4.102741390686511     -5.190224874866473    -3.5071558323376806   -3.1127034759429932   -3.938698343793959     -4.204043553552673    -4.41980516127375     -4.602181610810419    -4.7602751957135325  
  -2.0   0.07     0.1   2.0   -1.4   -2.7201278181973407   -2.7799180750661847   -2.57337489358175     -4.06754652993169     -3.8594291113670494    -3.8883678882913983   -3.910059581501365     -3.0616003728512524   -3.7407645978012667   -3.2314950929514197   -2.8686380108840552   -2.390064264904453    -5.103391120108412      -5.599703832304101      -4.002451986770872    -2.748191501375956    -3.532480686010075    -4.359806863276518      -4.465440877067401     -5.663480229589581    -3.774251475818133    -3.379811874469034    -3.9891066868956173    -4.257031480688482    -4.473492724504574    -4.655784624343497    -4.8132978774348985  
  -2.0   0.07     0.1   2.0   -1.7   -3.0159860424902405   -3.032395868642567    -2.792177200998495    -4.8906577303620296   -3.6913288932845845    -3.716653534643953    -4.220742708291617     -3.562582418233184    -4.405640603140519    -3.3323229529451623   -3.5068348305368104   -3.0282650440833976   -5.72997367768771       -6.226293987370532      -4.478169167663957    -2.837495335478849    -4.008198201155359    -4.810509686300634      -4.910907744157278     -6.49999693194831     -4.315298230514905    -3.920854946667248    -4.064381907498252     -4.337582184023425    -4.555799011135839    -4.738023808602186    -4.8942514444730065  
  -2.0   0.07     0.1   2.0   -2.0   -3.1689176581643252   -3.1258488126026407   -3.048638192482734    -5.70712395069112     -3.5591066535271665    -3.589138445783405    -4.397668659408666     -4.108562904380932    -5.061940831063907    -3.4256445800608972   -4.153625770269905    -3.6750593979850947   -6.153464963983026      -6.649790759690049      -4.893639091193251    -2.917537778831374    -4.423658649794206    -5.195983305582509      -5.296562448341        -7.238432971194719    -4.914245755790297    -4.519791775126222    -4.13292160682002      -4.411952503013914    -4.6321783475814655   -4.81428790012999     -4.96907660037278    
  -2.0   0.07     0.1   3.0   -1.2   -2.4103295979651094   -2.3963469019948604   -2.3911318001794584   -3.2387188248816585   -3.6952295114767395    -3.7951206662393346   -3.299798347449183     -2.623149414152394    -3.043423409271668    -3.0572530344698947   -2.2384705727741405   -1.7599002544125923   -4.2247245939571485     -4.7210407293157814     -3.406846900623151    -2.5877747241288844   -2.9368919170013825   -3.9121121505070633     -3.8349932204316346    -4.795147763071782    -3.257251309055036    -2.8628041880594495   -3.8363020541074278    -4.097882835662979    -4.311482294780824    -4.492306007345086    -4.648532242890241   
  -2.0   0.07     0.1   3.0   -1.4   -2.68533239188249     -2.6381211312972113   -2.510632225295268    -3.6561583125288735   -3.668613199025174     -3.72197845902987     -3.542163502274562     -2.8778824636867384   -3.2741536800566635   -3.1027799068480917   -2.4371839177702626   -1.9586073148417782   -4.858612945132663      -5.3549217652270755     -3.6479140024984176   -2.631062625755476    -3.1779496670241443   -4.202843298060181      -4.086223223117983     -5.056016065733424    -3.3873962539446225   -2.9929353436216672   -3.8720857056284075    -4.134813084810695    -4.3483925125187355   -4.5285322592898325   -4.683463552596443   
  -2.0   0.07     0.1   3.0   -1.7   -3.0592843430933385   -2.950471877722279    -2.738118850616331    -4.354410726425854    -3.542678356323165     -3.5770492187729843   -3.836093566542246     -3.4662406479006833   -3.7117060502137846   -3.1792469886806813   -2.826056562715621    -2.3475022472262594   -5.310415908498307      -5.806736226998652      -3.935616895587806    -2.7013652168755655   -3.4656565431939725   -4.505400204013405      -4.372664872877564     -5.520554263356566    -3.601764771443655    -3.207321210681421    -3.9324084516984854    -4.197801154814655    -4.411672258775049    -4.590743347961087    -4.743498733788684   
  -2.0   0.07     0.1   3.0   -2.0   -3.2063283293816554   -3.0821165509208797   -2.9996093107500883   -5.132285087814999    -3.427174848891269     -3.463403684561108    -4.076351933468011     -4.751830486693187    -4.22866979170049     -3.2562237825071136   -3.306906492617564    -2.828332041125215    -5.67288638353503       -6.169212512297435      -4.2241493549271425   -2.7711891549886474   -3.7541666649026766   -4.818013575519849      -4.680602425948173     -6.03558950107719     -3.8788671100015932   -3.484404299731551    -3.993576747492355     -4.261925347176231    -4.476266536211895    -4.654293078721572    -4.804792450497246   
  -2.0   0.07     0.1   4.0   -1.2   -2.8228388002739493   -2.2376365828549254   -2.3159719523494715   -2.5468652034431543   -3.2805526956372404    -3.4205594028601993   -3.091976328860966     -2.657932796468991    -2.5552527777742213   -2.78552704947662     -1.7731939504992695   -1.2946238602335072   -3.5597838239198865     -4.05610995175153       -2.9337113547342923   -2.321417892693013    -2.4637572931616845   -3.7710096891592784     -3.5144489184831045    -4.192728875847685    -2.788185569543181    -2.393726146830012    -3.564028293600657     -3.8230121251991918   -4.034478459845445    -4.2117891917320875   -4.359240385651411   
  -2.0   0.07     0.1   4.0   -1.4   -3.1015161601682593   -2.5577397854394377   -2.454977557243268    -2.8276598263751893   -3.3197551629573923    -3.4124012702787567   -3.2794438087602487    -3.0333796334089485   -2.731141325005865    -2.8216850651678413   -1.9252566790589967   -1.4466875110997606   -4.0917402292554215     -4.588060582475954      -3.135554186677709    -2.3561132460344965   -2.665586463162903    -4.092051478387731      -3.8134957015068593    -4.316952961761153    -2.850965732838752    -2.456527968298488    -3.592932174385858     -3.8524782564624047   -4.06344604693065     -4.239321237825493    -4.384218230620974   
  -2.0   0.07     0.1   4.0   -1.7   -3.280784761396454    -2.9600705858914367   -2.7177405169160167   -3.3505191026779855   -3.3009344613863476    -3.3516790284799143   -3.4978051121017657    -3.815848224276607    -3.0422060112379015   -2.901910309636051    -2.2088428996006186   -1.7302769641153688   -4.6728659350814254     -5.1691804532364        -3.3209084029312876   -2.43359786564708     -2.8509349197923797   -4.449649327698381      -4.134150130041462     -4.530590391483244    -2.945004138470857    -2.550552457644642    -3.6638005205333712    -3.9242341217842664   -4.134451885744326    -4.308132006448524    -4.44928257653072    
