 logU   Z        xi    lnh   al     NV_1240               CIV_1550              HeII_1640             CIII_1908             MgII_2796              MgII_2803             OII_3727               NeV_3426              NIII__3869            Hbeta                 OIII_4959             OIII_5007             OI_6300                 OI_6363                 NII_6548              Halpha                NII_6584              SII_6717                SII_6731               SIII_6312             SIII_9069             SIII_9532             PB                     PG                    P7                    P8                    P9                   
  -1.5   0.017    0.1   3.0   -1.2   -2.627603567576891    -1.939113376995337    -2.340349970001377    -2.486223239551947    -3.2844562493948573    -3.4705054815667253   -2.7884256365171467    -2.6021468589113894   -2.769193571531119    -2.92959267825988     -2.113131546538895    -1.6345681775095784   -3.1041356487527025     -3.6004647211347063     -3.703905470179876    -2.4738287857275836   -3.233944254030291    -3.507351340966551      -3.5568152708498175    -4.44524440908512     -3.380718794134822    -2.986278221948936    -3.759375879812744     -4.008924624046571    -4.218122609329271    -4.396617426416455    -4.5521910150281855  
  -1.5   0.017    0.1   3.0   -1.4   -2.791128861753073    -2.139087308029737    -2.464199709175105    -2.7039274336401675   -3.3418740792402843    -3.493752102740956    -3.014380449268792     -2.7352057805928425   -2.86547228220266     -2.9889796444837415   -2.174612834156676    -1.6960483660565515   -3.507756603323209      -4.004075372214864      -4.003488327845822    -2.5357788024655505   -3.533517931504093    -3.762581943953762      -3.794254459057335     -4.592150396520857    -3.530590391483244    -3.1361360962428435   -3.80891244699545      -4.059184791349196    -4.266874989523593    -4.443769887678904    -4.597549461148638   
  -1.5   0.017    0.1   3.0   -1.7   -3.043471408219766    -2.478678818670865    -2.705996974274399    -3.051073813705301    -3.361191379499836     -3.4598833440938677   -3.2615524225692027    -3.0392724320016953   -3.053813109057657    -3.0709184221648442   -2.330069774676012    -1.8514898893890006   -4.29537768030891       -4.79169303764634       -4.4133789431827      -2.615521137149166    -3.9434000237072198   -4.1562752586998        -4.140789626615039     -4.786747947803605    -3.7004709108536105   -3.306018175678716    -3.8758545749383444    -4.127837897834695    -4.334841314707845    -4.510111800449401    -4.6614638266443436  
  -1.5   0.017    0.1   3.0   -2.0   -3.24534593074457     -2.802168306671099    -2.9894456484596788   -3.380969312518097    -3.3200817547456083    -3.3874068510161024   -3.4311766235631893    -3.5160847883335933   -3.2759454311317597   -3.152125167175832    -2.529795384582279    -2.0512350462389506   -4.729204746623154      -5.225534130745643      -4.622056619744214    -2.6921404194015324   -4.152082016664842    -4.363131134756067      -4.330144073377177     -4.9492336887669595   -3.7973482402426626   -3.4028974379761863   -3.9440485946708534    -4.197931292816563    -4.404713260037212    -4.578544153309558    -4.727531789512049   
  -1.5   0.017    0.1   4.0   -1.2   -2.9082627170083413   -1.8171860487426343   -2.260625466749822    -2.1214322498421794   -2.922595753601904     -3.12034225347643     -2.6836102489268043    -2.5889024344917217   -2.4396270280587373   -2.6522797829659623   -1.7698066211309538   -1.2912307841267392   -2.7757259857057406     -3.2720604157787676     -3.275060903999183    -2.1957992117110905   -2.8050973255409346   -3.4086793460803264     -3.2394644337791405    -4.030309245720581    -2.9785212677424724   -2.584092254443185    -3.4653013854448886    -3.71692502526453     -3.9252566790589967   -4.101850969612855    -4.251974863968478   
  -1.5   0.017    0.1   4.0   -1.4   -3.138411828364916    -2.0689084336612      -2.400509934874563    -2.305868835476133    -2.980468315468741     -3.155529037381477    -2.8562983705752316    -2.868926951965655    -2.5554555842604643   -2.6976690713156017   -1.8603097783470801   -1.381732195399195    -3.1198555078085377     -3.616184634019568      -3.5135553518993277   -2.24150444292529     -3.04359142880417     -3.6593576224392947     -3.482922922264386     -4.116083172612086    -3.0598223171951773   -2.665365330503647    -3.502406969187966     -3.7545613659642356   -3.961976259954845    -4.136873509170506    -4.284381009972982   
  -1.5   0.017    0.1   4.0   -1.7   -3.4077899220551444   -2.5131588005757237   -2.6691399850253603   -2.62679365985705     -3.031316295028951     -3.1663111551635836   -3.0311996188291275    -3.4717390910082457   -2.766749990458898    -2.7913705616843103   -2.0561396041849562   -1.5775743236287951   -3.7308608032078183     -4.227172400214087      -3.84248279146739     -2.3331358450387683   -3.3725112472647965   -4.081707487244643      -3.8650582892646383    -4.239004866842116    -3.1471846555830183   -2.752738873119533    -3.585979804346337     -3.838961587577039    -4.045366801310763    -4.217943236259906    -4.3617604093252496  
  -1.5   0.017    0.1   4.0   -2.0   -3.772627557710365    -2.924051775355963    -2.9738345911607453   -2.9984826231764927   -3.051459894539029     -3.1545298670183257   -3.1457790032070463    -4.282171449223917    -3.0013353348488323   -2.9082275585803146   -2.2907639696059974   -1.8121973612815836   -4.142667503568731      -4.638990287391856      -4.01950576660996     -2.4476116716227807   -3.5495353379928503   -4.394188751694884      -4.114452209139003     -4.392684402330502    -3.2308960404824063   -2.836451035098193    -3.695897408368346     -3.949388269470461    -4.154883347763921    -4.325230685984572    -4.465745378031251   
  -1.5   0.017    0.3   2.0   -1.2   -2.922305134113415    -2.343202504834217    -2.727462222624766    -2.7610260508139532   -3.5993584139434915    -3.7401673009365197   -2.6379324142725977    -3.0512790291386693   -3.132839042450101    -3.286375073217542    -2.868253054899121    -2.389691246639174    -2.6358055913930585     -3.132131990985677      -3.5446069036697025   -2.7829900901957956   -3.0746466473267944   -2.8134109087275903     -2.9693598051313685    -4.49314334497668     -3.38699375671294     -2.992550955502253    -4.148564299611195     -4.393543392363846    -4.619445077845789    -4.809248220079816    -4.973425881849664   
  -1.5   0.017    0.3   2.0   -1.4   -3.0260920414183303   -2.441891698369453    -2.8313552231121832   -2.903263739537529    -3.7415542896133474    -3.8754957751657173   -2.89990528498501      -3.1277970941063913   -3.2987602341739546   -3.4574235237394717   -2.913604572875748    -2.4350381955377074   -2.856672870007955      -3.3530084625228795     -3.8123946845818537   -2.9696026991432376   -3.3424183378991046   -3.0176790069018296     -3.1735494035155583    -4.693060557841463    -3.5943804771566477   -3.1999362289273208   -4.313149317264134     -4.5593270117062445   -4.779342850502751    -4.965411646286377    -5.127045825178357   
  -1.5   0.017    0.3   2.0   -1.7   -3.1715656858816033   -2.6383099303620057   -3.030924387213993    -3.1838183781592875   -3.8599006751492055    -3.9781081260808904   -3.3136766069281904    -3.2918596546119545   -3.5280924970604417   -3.696458373051108    -3.011958580935101    -2.5333844325076313   -3.2122137497187495     -3.708542345850752      -4.276289901013847    -3.2291038250628787   -3.806318970458719    -3.329772706915705      -3.4849080601760747    -4.986572872929301    -3.920854946667248    -3.526410855018618    -4.542087839896645     -4.789708239746275    -5.002740339723054    -5.184355850868037    -5.342915450217767   
  -1.5   0.017    0.3   2.0   -2.0   -3.2812492652603353   -2.8544307022070114   -3.259006068415111    -3.5305609208163915   -3.8882335669474344    -3.977571628814516    -3.6707038408600354    -3.5091008658913125   -3.7198315347892077   -3.8739985432123234   -3.1347597742500355   -2.656197666838345    -3.5672230592351397     -4.063551607672167      -4.729274593217546    -3.4162346317149996   -4.259297903843411    -3.6336704494808956     -3.787306457578971     -5.244925898241526    -4.2078675636064276   -3.8134109087275903   -4.708764389151213     -4.957700192586373    -5.167554958825889    -5.346884006834436    -5.5035685548158     
  -1.5   0.017    0.3   3.0   -1.2   -2.6606678321364967   -2.0794227809324823   -2.5159138006420605   -2.5710880608513946   -3.6251234002975963    -3.821051814883198    -2.6611253506986188    -2.75443798334404     -2.9748170656645527   -3.1369330325501537   -2.5455210157350336   -2.0669583709712143   -2.8440266552600946     -3.340359479093081      -3.5231104307923147   -2.657044648204007    -3.0531401611144418   -3.1746582824845575     -3.2738435338272467    -4.418516841724141    -3.335207645466646    -2.9407774874703136   -3.9888949701840204    -4.235390536879052    -4.45317365722849     -4.638026762534338    -4.799012780836833   
  -1.5   0.017    0.3   3.0   -1.4   -2.773786879275896    -2.174346732275694    -2.6120054304589644   -2.7040152985905266   -3.6818949079599577    -3.8596805483298695   -2.913497801029628     -2.8182707151173148   -3.0698255485136485   -3.256004473501349    -2.550059011226665    -2.0715017318763103   -3.103027592340055      -3.599341150235027      -3.7969671129852927   -2.792554146015746    -3.326997534641926    -3.367826255964445      -3.4668382630393992    -4.580391165091896    -3.5164554927726925   -3.122007032850327    -4.099725749276651     -4.346999859889159    -4.559295525120142    -4.740525580468926    -4.8989062332633395  
  -1.5   0.017    0.3   3.0   -1.7   -2.9952918034556646   -2.409113601626764    -2.807990407346331    -2.986614982250316    -3.6790025832057793    -3.809416204022824    -3.2602694714352793    -3.018063664715328    -3.196092435081944    -3.3878945960359417   -2.5988408009762125   -2.120279232121092    -3.5637419141099613     -4.060071605136351      -4.231132604456128    -2.9377565589735255   -3.761176377738927    -3.6637204256496716     -3.7567882682552423    -4.79053860537001     -3.755203521252376    -3.360742671480594    -4.216911487244708     -4.465263350049639    -4.673131840106322    -4.850965732838752    -5.006330151053589   
  -1.5   0.017    0.3   3.0   -2.0   -3.220547816595939    -2.704169105041416    -3.0515968157388045   -3.3111354319452104   -3.5950466124137535    -3.686364746389664    -3.486209934980238     -3.3859152102598458   -3.3417309665679653   -3.4603845061745844   -2.710723280960643    -2.2321616773784      -4.022194115130297      -4.5185143741725895     -4.566646264295031    -3.0100387636384767   -4.096682068235324    -3.923687312023141      -4.004816882348287     -4.947036871244499    -3.897875144265477    -3.503416265510907    -4.272914421852086     -4.523153885589174    -4.73002032335468     -4.906123244609958    -5.059110142513781   
  -1.5   0.017    0.3   4.0   -1.2   -2.8010406613298002   -1.8042110099641278   -2.3039932847814555   -2.1379461801981776   -3.1324735888002593    -3.3342595780724906   -2.625746701898244     -2.5446677846513523   -2.4856116507116255   -2.794389690097482    -1.94073959587827     -1.4621809049267256   -2.6198792457315605     -3.1162080122737734     -3.2464782215477044   -2.33410020566906     -2.776504059037606    -3.187775378909329      -3.058155768933517     -3.9766240618604343   -2.9553426667651337   -2.560872657557155    -3.6214204238842242    -3.8709549401120427   -4.081267387601713    -4.260546331457711    -4.4143813739320805  
  -1.5   0.017    0.3   4.0   -1.4   -3.0480944808282047   -2.0175795038854005   -2.4314814739139763   -2.29896765840806     -3.170966538952328     -3.3536354894961207   -2.8083254680407705    -2.786561937376227    -2.575771929304018    -2.8484156606401      -1.9938335745145679   -1.5152874211056826   -2.893333238030081      -3.38965928854784       -3.4402848417285483   -2.393693890453143    -2.97033219732468     -3.395449967428739      -3.2644809411848286    -4.054432946557611    -3.0491728583925664   -2.6547243153792195   -3.6656870152417653    -3.915817088579523    -4.124209734069517    -4.3013514925491165   -4.452532977573611   
  -1.5   0.017    0.3   4.0   -1.7   -3.385218751858922    -2.441159481576662    -2.6861749461906044   -2.6019731411163107   -3.194404001672744     -3.3370533856673745   -3.011289467805632     -3.3434610163115863   -2.751830486693187    -2.9280811896361953   -2.1464599634749817   -1.6678848562965385   -3.3760378112452685     -3.8723769504019714     -3.719125827442781    -2.474281586878732    -3.2491600325941405   -3.7451620066707108     -3.5988925345205445    -4.169340772212401    -3.148246470970463    -2.75379695816212     -3.731726328033382     -3.983008421793798    -4.190049932474615    -4.364737478006418    -4.51214075672042    
  -1.5   0.017    0.3   4.0   -2.0   -3.7699855903957413   -2.882927663414023    -2.9827579154523534   -2.9597537849422935   -3.184123527957496     -3.292489437039791    -3.1378566896837654    -4.124516228899658    -2.960189445851647    -3.0194376352165975   -2.3528029163989856   -1.8742260501491117   -3.859397691979666      -4.355719006281653      -3.9292973402805274   -2.5637260096739496   -3.459320227169357    -4.0600366962092025     -3.881074247174226     -4.321363275906286    -3.2367517516897806   -2.842301520724483    -3.8130436645345895    -4.065324836958524    -4.271459552061401    -4.443938840990469    -4.587858780583346   
  -1.5   0.017    0.5   2.0   -1.2   -3.099966231496758    -2.698427475243726    -2.92212359564072     -3.0597475587074143   -3.748605149959893     -3.9117930118654627   -2.741937687989079     -3.2893918970473806   -3.180851057192868    -3.3773198012674186   -3.2672043017106702   -2.788639140844886    -2.736411268540053      -3.232732790632525      -3.541966807503492    -2.8460632455390638   -3.072003800555059    -2.8838573461462076     -3.0385172072752695    -4.489334369189393    -3.4078565657097855   -3.0134073931777863   -4.249237119903427     -4.491968827407099    -4.727786963479858    -4.923905953317522    -5.092459660018832   
  -1.5   0.017    0.5   2.0   -1.4   -3.171127518738551    -2.7630347008970233   -3.018584626985607    -3.1760956020222153   -3.922305134113415     -4.083567108662713    -2.9837608089573635    -3.3451499094386037   -3.3749963989851395   -3.5603831336824356   -3.3133369232637406   -2.8347853600896684   -2.9498136503246357     -3.446141236295425      -3.7851826341305426   -3.041240274541579    -3.3151995058055874   -3.0941717510633495     -3.2488364152305067    -4.692247312134334    -3.6136615836424895   -3.219207600616315    -4.427302615017304     -4.671172060985718    -4.901910309636051    -5.094706141188858    -5.260950072289695   
  -1.5   0.017    0.5   2.0   -1.7   -3.2513391596865375   -2.874193541860471    -3.199523499524055    -3.3778896396387807   -4.144129674215193     -4.297569463554474    -3.38431291806517      -3.453716509979593    -3.6554701887575476   -3.8378240634698386   -3.3938982213137265   -2.915352239145271    -3.315262328023927      -3.8115777853641717     -4.217448550655902    -3.3404545814632556   -3.7474867735837236   -3.444228628244481      -3.598461609834054     -5.00312510838522     -3.954168685652249    -3.5597050289050856   -4.696868767489235     -4.942333896090169    -5.164766153291097    -5.3522845893084465   -5.514931925709128   
  -1.5   0.017    0.5   2.0   -2.0   -3.3079995901734023   -2.9739572789948596   -3.4018663541867653   -3.6055833443346472   -4.222768980524698     -4.351210786405552    -3.758951849328355     -3.5910989176458585   -3.863564829541616    -4.066451975911505    -3.4703002202356785   -2.9917405850087277   -3.6857955944571543     -4.1821108481277065     -4.6745253872046675   -3.5892733669858075   -4.204557972277556    -3.774199829429456      -3.9271621253369133    -5.261473118206197    -4.268757841784748    -3.8742910740273473   -4.91775334525633      -5.164512358004593    -5.380061870100278    -5.563249147227346    -5.722918217874351   
  -1.5   0.017    0.5   3.0   -1.2   -2.715501589171957    -2.324514951926055    -2.641284886197866    -2.7925810831831868   -3.8656634890513217    -4.06599672465709     -2.7248960504308       -2.8876966966240687   -3.042531594459909    -3.215133184532391    -2.8873614893815045   -2.4087906522683085   -2.817699500406661      -3.3140344559395984     -3.4752145506787784   -2.712422190921295    -3.0052518468876315   -3.0266873795470985     -3.1429209159356333    -4.397560167156811    -3.3129439369705196   -2.918472673755197    -4.077669062612209     -4.322055596569406    -4.548274953193307    -4.7383565466881095   -4.903124731940309   
  -1.5   0.017    0.5   3.0   -1.4   -2.7823318487137243   -2.3568632889565606   -2.7240670241782894   -2.8679966070133673   -3.966978555317091     -4.15452366816902     -2.9605065648740663    -2.9104834557751786   -3.1640558999061525   -3.3566559107082554   -2.874844170419472    -2.396282001200433    -3.0389635336139307     -3.5352869542429346     -3.7265588656871884   -2.872021011083092    -3.2565999986492358   -3.2257823991696597     -3.3420840631700415    -4.563455723337235    -3.4973407720454333   -3.1028844679372938   -4.212468683872764     -4.457871994932688    -4.677553277239603    -4.8634696764687035   -5.025290317800618   
  -1.5   0.017    0.5   3.0   -1.7   -2.9533097786299436   -2.4678063628309204   -2.893163412633207    -3.026664289216555    -3.973099191109746     -4.119786834696569    -3.3044045112413087    -3.028821600058592    -3.28560317292672     -3.537152964168328    -2.8643903639713173   -2.3858307315508185   -3.4158723988987916     -3.9121831020644677     -4.149776626740135    -3.0777521652687767   -3.679812156596739    -3.5344833112878717     -3.645968433935707     -4.760625433217925    -3.756118997781684    -3.361670512929223    -4.381052850769265     -4.627585143799948    -4.838931614528825    -5.01939222022493     -5.177237135371421   
  -1.5   0.017    0.5   3.0   -2.0   -3.1781721640136382   -2.673050005834       -3.108903192811489    -3.269621531412355    -3.8558306999583323    -3.9648905970554225   -3.5499665524074686    -3.309254751864252    -3.3725010074892126   -3.6403352346301503   -2.896846497451321    -2.418277840050898    -3.814486175781461      -4.3107977292882325     -4.509086841689104    -3.1919849427984346   -4.039110826978714    -3.8292690306621395     -3.925951930937366     -4.885455732794135    -3.919914914954134    -3.525448671482863    -4.469633790115267     -4.717332579680253    -4.924781620888467    -5.102065163454661    -5.257015782919304   
  -1.5   0.017    0.5   4.0   -1.2   -2.7109687648602403   -1.877096350826676    -2.343480171432631    -2.2179647571169525   -3.421544172060159     -3.6266649500454307   -2.6893491635216904    -2.5192315526199707   -2.516284359096197    -2.875593600254973    -2.1358391061867508   -1.6572813102044535   -2.6358619213374013     -3.1321849799347135     -3.250016469691431    -2.4046360707525665   -2.7800489142446807   -3.041445672317302      -2.9593581084554614    -3.9438959025775446   -2.9439722419136345   -2.5495199453939392   -3.7136333626004046    -3.9614593136625444   -4.175399111198345    -4.357110297006528    -4.513484512601551   
  -1.5   0.017    0.5   4.0   -1.4   -2.950588139128918    -2.0344267432892167   -2.4618034216505436   -2.3317632229000296   -3.434565429692242     -3.617640702480685    -2.861665717928979     -2.723653103746969    -2.58062259486087     -2.948076083953893    -2.152519885052982    -1.6739510320532602   -2.8739985432123234     -3.3703050428944934     -3.445280730949783    -2.488785298863611    -2.9753091376445724   -3.218689915665493      -3.1386627689431066    -4.001998000599222    -3.0402957409155675   -2.645833914968584    -3.7768936190714157    -4.0252212729387224   -4.235457749520506    -4.414257352609546    -4.567800621246697   
  -1.5   0.017    0.5   4.0   -1.7   -3.3395994089257144   -2.4086014487187484   -2.7034883753387007   -2.594585333048137    -3.409080181933639     -3.5507993912586286   -3.0590603837509107    -3.2294498911287377   -2.7159755496773528   -3.0324099067465085   -2.2586435192376157   -1.7800750868111734   -3.27533917199424       -3.7716766506919868     -3.693210532504324    -2.5797471174124382   -3.2232334588838754   -3.4935896838846077     -3.412064651363643     -4.089354254382954    -3.1373141754864022   -2.742873641977404    -3.846734064924128     -4.096188597942145    -4.303739743420536    -4.479490266270879    -4.629172452215627   
  -1.5   0.017    0.5   4.0   -2.0   -3.7536491635437415   -2.845332622377427    -2.9924229016956616   -2.928559872822113    -3.3560343694483876    -3.4647945205294093   -3.183732179017589     -3.967542417285074    -2.8963330862532075   -3.1105694292205044   -2.435677246882584    -1.9571096102707557   -3.6645220399825646     -4.160842606696164      -3.869151816897144    -2.657597060284729    -3.399179515082288    -3.7407167838100364     -3.6495000088711933    -4.227384950150828    -3.2228705427265254   -2.8284197980679338   -3.912857720616195     -4.1635302997603745   -4.369958788628651    -4.543406249755591    -4.689561605184153   
  -1.5   0.02     0.1   2.0   -1.2   -2.7028963498507466   -2.0918421656124124   -2.4615645185001185   -2.627640417475675    -3.446080581488566     -3.634586899923825    -2.783781299162861     -2.7342155321594817   -2.9819239363542067   -3.120422475702867    -2.3444294074508036   -1.8658547801197045   -3.006691651678608      -3.5030150313124935     -3.7002095107462694   -2.65987329389457     -3.2302387737006697   -3.1375406374712824     -3.292659805392958     -4.569151260487082    -3.458695396857131    -3.064240896254688    -3.956716334429423     -4.20632134530257     -4.41776613607901     -4.598186042260153    -4.755673389769363   
  -1.5   0.02     0.1   2.0   -1.4   -2.871406893081293    -2.300674020118855    -2.5837090656551567   -2.8830603534492454   -3.526440045399184     -3.6809356016314894   -3.0637728657931262    -2.8691839499652545   -3.1113768871411125   -3.2188049034488984   -2.427290998361592    -1.9487316811296154   -3.293324881299199      -3.7896547222499777     -4.031082973966747    -2.7635131236244064   -3.5611097221831614   -3.304351992559944      -3.4592952166892346    -4.764017296518162    -3.646083769079638    -3.251633638665595    -4.04616785138338      -4.296708621881336    -4.50610996074699     -4.684953775077652    -4.84100462315169    
  -1.5   0.02     0.1   2.0   -1.7   -3.0994034933343997   -2.656276386157373    -2.8188426821193957   -3.3247075335502885   -3.5676882573506177    -3.666129721173988    -3.4118964396972586    -3.149500800530525    -3.3315488508407824   -3.3555811068736645   -2.609206149844333    -2.1306391848822273   -3.65411678706829       -4.150439325260088      -4.4978324416897095   -2.900319358890748    -4.027866617251632    -3.5357937156562187     -3.689774150816497     -5.042033742415072    -3.89980182816587     -3.505358489717956    -4.168936881680871     -4.421177485404577    -4.629671992220487    -4.807181742951705    -4.961578554357537   
  -1.5   0.02     0.1   2.0   -2.0   -3.2414514326220214   -2.9416878788916137   -3.0868168620057475   -3.764446304147242    -3.5355253565445466    -3.5990650241891444   -3.6559222615318987    -3.498762672453566    -3.5802424539090154   -3.4725892347073355   -2.8352606157085702   -2.3566954036932017   -3.8648037203933967     -4.361111575294927      -4.782174019100147    -3.012968662102878    -4.312203588618708    -3.761552422858884      -3.913675768692613     -5.280370445208213    -4.089226232033035    -3.694777648076304    -4.271938551884361     -4.526352480142776    -4.734875446840817    -4.911438688208783    -5.064225790622373   
  -1.5   0.02     0.1   3.0   -1.2   -2.5865158256825964   -1.9899545873639042   -2.355088966121251    -2.549612309171806    -3.321254062934294     -3.5079104225086226   -2.802498903856744     -2.5852438535750437   -2.797375476421024    -2.9687935801725374   -2.1337303875829576   -1.655155980662883    -3.1491884091208675     -3.645507399410562      -3.6576168022890414   -2.513583690854105    -3.187654938569082    -3.5516957044241764     -3.5914039235372144    -4.469544156415324    -3.38620044728372     -2.9917405850087277   -3.795717187442058     -4.045940898064011    -4.255253396566488    -4.433928011062299    -4.589762808015955   
  -1.5   0.02     0.1   3.0   -1.4   -2.761151319637662    -2.194669086857232    -2.476071531726596    -2.7811757613226007   -3.383146546584861     -3.5324214895972617   -3.040505459821752     -2.7211549782528337   -2.898803014134657    -3.0251522390519483   -2.198850217217114    -1.7202874391790743   -3.5759027605994547     -4.072224279337632      -3.9663350367968206   -2.5718327971445163   -3.4963727186435847   -3.813326132500258      -3.8324463788031764    -4.626775270405524    -3.536256278752944    -3.141799782037502    -3.84212032561085      -4.093110320801735    -4.3011603035557116   -4.4784304524427085   -4.632606802077525   
  -1.5   0.02     0.1   3.0   -1.7   -3.032381830992378    -2.5402608182604425   -2.713521075069231    -3.1473797372609553   -3.3942425749523863    -3.488437467266621    -3.2934870413497492    -3.0403767566700495   -3.092158857417054    -3.102246486946214    -2.3575849466389514   -1.8790314349806252   -4.405784297629424      -4.902118255286133      -4.367654079653789    -2.646199134861135    -3.8976692198984537   -4.229486722901498      -4.188223978397097     -4.828917422642476    -3.702195733474717    -3.3077436998000778   -3.903820215285201     -4.156599019887203    -4.3641143147187265   -4.539884290621671    -4.691713111370895   
  -1.5   0.02     0.1   3.0   -2.0   -3.2359659148502615   -2.8628041880594495   -2.9932773077983157   -3.498092158586992    -3.341016109749681     -3.4050331904487265   -3.464515996773308     -3.556971829785148    -3.321599998271253    -3.1778777071022972   -2.5626934686757252   -2.0841254971423098   -4.814769583832437      -5.311082093012189      -4.558744879069572    -2.7168797650402254   -4.088778450767393    -4.458058994698135      -4.385999705404821     -4.996970529446379    -3.7937679756737026   -3.399321087276391    -3.965893170292354     -4.220728268870069    -4.4281049155962435   -4.602477114281655    -4.751977663587645   
  -1.5   0.02     0.1   4.0   -1.2   -2.8918071948649597   -1.8637234643397065   -2.26535216008228     -2.1607545604327356   -2.9343456064850386    -3.1315730571374303   -2.6797290539401644    -2.5816655576950183   -2.438576594256155    -2.6678242161695778   -1.7599252404311798   -1.281348866472122    -2.7960429083187535     -3.292370218945969      -3.209651491310467    -2.2115982759610375   -2.7396900542050773   -3.427395559450794      -3.247344732706523     -4.029862416715893    -2.9540905329649902   -2.559642003184713    -3.4773601823958415    -3.7296239947879783   -3.93813302786144     -4.114785831639182    -4.264792460952357   
  -1.5   0.02     0.1   4.0   -1.4   -3.1291514924484503   -2.1244641673586955   -2.4051546050429593   -2.3555023268667554   -2.9974883687150893    -3.1700790027170243   -2.8592720371558187    -2.872279847107677    -2.5601306919216995   -2.7110580661471246   -1.8555814813979339   -1.3770196418166023   -3.157946463592822      -3.6542734872258222     -3.4539140793358882   -2.2546128786799926   -2.9839281832659736   -3.6839457410113923     -3.4955835126755446    -4.12226593359636     -3.0342669310402997   -2.6398232849098235   -3.5122396285437105    -3.765077968571809    -3.972772745932744    -4.14783730360741     -4.295283381213565   
  -1.5   0.02     0.1   4.0   -1.7   -3.3860525232196537   -2.573765343788452    -2.6730909210426503   -2.692717952966653    -3.0484827768245637    -3.1792338650278325   -3.0373513280715727    -3.492778499484338    -2.7784032142597397   -2.80205816350999     -2.057957204808801    -1.5793842293742344   -3.7897350009677098     -4.286056078512708      -3.77749162396033     -2.3432503657220565   -3.3075144089583475   -4.110328604104595      -3.8779480373667496    -4.2522154337913705   -3.120147489740596    -2.7257035682274875   -3.593051264049649     -3.8467645813477063   -4.053542822181207    -4.226315926052003    -4.3700605994648285  
  -1.5   0.02     0.1   4.0   -2.0   -3.717377887121934    -2.962892367332074    -2.976994602750068    -3.083430255027068    -3.066113021257337     -3.1640432273603167   -3.1559828359152178    -4.322137655045211    -3.0190699102730605   -2.9166048921103496   -2.2978280491422893   -1.8192721522554933   -4.156181910885344      -4.652513861923424      -3.9364790003100083   -2.4553119776973205   -3.4665202802740183   -4.396249554439883      -4.106088507038351     -4.412535990933925    -3.203175984561149    -2.808716699181481    -3.7006016699318494    -3.954872693431973    -4.160767137377562    -4.331334584545509    -4.471764828502735   
  -1.5   0.02     0.3   2.0   -1.2   -2.881801431954962    -2.380322435332367    -2.7784032142597397   -2.784759112934644    -3.6896678649977304    -3.849304948857288    -2.620096492548498     -3.0643819074982517   -3.1555228242543194   -3.351698549526411    -2.894421695947962    -2.415838455057134    -2.7194899202967235     -3.2158250714638896     -3.4741780478433384   -2.849734913021294    -3.004206908843031    -2.910589489016452      -3.06649752729502      -4.507169794321314    -3.400706571795908    -3.006255243445537    -4.212284549751821     -4.457685075651476    -4.683358799832504    -4.873024861132173    -5.037152587947816   
  -1.5   0.02     0.3   2.0   -1.4   -2.9934056138158596   -2.4896695091763164   -2.8792944843417274   -2.9425621317870636   -3.830119927125615     -3.9810084052943893   -2.887026540666845     -3.1435611387771445   -3.328401405568968    -3.5243869151584164   -2.9498523419796996   -2.4712760767390094   -2.934906010642848      -3.43123523201416       -3.740477792783807    -3.038332163874834    -3.270511230820439    -3.1039038808123607     -3.259850561962878     -4.711683689833706    -3.6071448306104656   -3.212702505048732    -4.378335671007548     -4.625050129475049    -4.844724707269897    -5.030588747483058    -5.19212686799667    
  -1.5   0.02     0.3   2.0   -1.7   -3.1450202615975655   -2.6941758939473033   -3.071916665388656    -3.246294406160409    -3.9722020566496994    -4.0949060316721315   -3.318026508352119     -3.3057019865865698   -3.5734562084319066   -3.764496803505665    -3.0598821332522803   -2.5813176250442638   -3.2996424721773394     -3.7959614551944725     -4.207272212601389    -3.2998156703778037   -3.7373116556983064   -3.4208797802984137     -3.576082718008877     -5.018697962393873    -3.9348686278597924   -3.5404115207679894   -4.60813022429064      -4.8563607647254585   -5.068954243436238    -5.250395074521052    -5.408901986990493   
  -1.5   0.02     0.3   2.0   -2.0   -3.2597241780891864   -2.9027426903065816   -3.29134968980172     -3.6141078652875933   -3.967542417285074     -4.0614552585807715   -3.6986010108264367    -3.5165838872989497   -3.778794482325999    -3.9404365820987337   -3.189841439374547    -2.7112813997331955   -3.6623411089738553     -4.158659303487603      -4.670195477835932    -3.485505375296462    -4.200225373067099    -3.722895272716144      -3.8764423419960536    -5.29333341452935     -4.224717307687122    -3.83026680205748     -4.7730909150345155    -5.022655996793041    -5.232258046416604    -5.411571415101761    -5.5683789523726475  
  -1.5   0.02     0.3   3.0   -1.2   -2.6096301965649857   -2.107304482410491    -2.544272210739628    -2.5928471303293676   -3.6536665888044766    -3.856017707776026    -2.63251362383221      -2.7448964200439008   -2.9810084052943893   -3.186459040417681    -2.5592482995208172   -2.0806865105669345   -2.863660003466954      -3.359995853468938      -3.438314382310054    -2.7076331533637727   -2.9683492064487353   -3.2535137042939013     -3.3409875399371387    -4.411817963210517    -3.3315488508407824   -2.9371173098696346   -4.036641959136659     -4.283704441102259    -4.501110772597933    -4.685795594457154    -4.8466730385090955  
